'browser','brr','brucellosis','brunette','brush','brushed','brusquenesses','brutal','bull',,,,,,,"('browser'),('brr'),('brucellosis'),('brunette'),('brush'),('brushed'),('brusquenesses'),('brutal'),('bull'),"
'buccaneering','buck','bucket','buckeye','buckyballs','bud','budding','buddy','bum',,,,,,,"('buccaneering'),('buck'),('bucket'),('buckeye'),('buckyballs'),('bud'),('budding'),('buddy'),('bum'),"
'build','builder','building','built','bulb','bulk','bulkhead','bulky','bunt',,,,,,,"('build'),('builder'),('building'),('built'),('bulb'),('bulk'),('bulkhead'),('bulky'),('bunt'),"
'bullfightings','bullish','bullishnesses','bullmastiff','bullock','bullpen','bullshit','bully','bureaucratizing',,,,,,,"('bullfightings'),('bullish'),('bullishnesses'),('bullmastiff'),('bullock'),('bullpen'),('bullshit'),('bully'),('bureaucratizing'),"
'bumptiousnesses','bun','bunch','bundle','bungalow','bunk','bunker','bunny','burglarizes',,,,,,,"('bumptiousnesses'),('bun'),('bunch'),('bundle'),('bungalow'),('bunk'),('bunker'),('bunny'),('burglarizes'),"
'bureaucracies','bureaucracy','bureaucrat','bureaucratese','bureaucratise','bureaucratising','bureaucratism','bureaucratize','burton',,,,,,,"('bureaucracies'),('bureaucracy'),('bureaucrat'),('bureaucratese'),('bureaucratise'),('bureaucratising'),('bureaucratism'),('bureaucratize'),('burton'),"
'bureaucrats','bureaux','burger','burgess','burglar','burglarious','burglariously','burglarized','butcher',,,,,,,"('bureaucrats'),('bureaux'),('burger'),('burgess'),('burglar'),('burglarious'),('burglariously'),('burglarized'),('butcher'),"
'burgomaster','burial','burke','burn','burning','burnt','burr','burst','buttress',,,,,,,"('burgomaster'),('burial'),('burke'),('burn'),('burning'),('burnt'),('burr'),('burst'),('buttress'),"
'businessperson','businesspersons','businesswoman','businesswomen','bust','busy','but','butadiene','bye',,,,,,,"('businessperson'),('businesspersons'),('businesswoman'),('businesswomen'),('bust'),('busy'),('but'),('butadiene'),('bye'),"
'butterfingers','butterfly','buttermilk','butternut','butterscotch','button','buttonhole','buttonhooking',,,,,,,,"('butterfingers'),('butterfly'),('buttermilk'),('butternut'),('butterscotch'),('button'),('buttonhole'),('buttonhooking'),"
'butyrophenone','buy','buyback','buyer','buyout','buzz','buzzword','by',,,,,,,,"('butyrophenone'),('buy'),('buyback'),('buyer'),('buyout'),('buzz'),('buzzword'),('by'),"
